pn,qty,description
SPP300K109,1,2 FO LINEAR MOT.RAD.MOD.KIT
SPP300K110,2,2FO CABLE GUIDING CHAIN KIT
SPP300K111,0,ALIGNMT&FR DETECT.SENSOR KIT
SPP300K113,0,SUBSTRATE PRESENCE SENSORS KIT
SPP300K116,5,MASTER SWITCH KIT
SPP300K117,4,BELTS
SPP300K118,5,WAFER PRESENCE EMITTERS
SPP300K119,0,PEEK WAFER ROATING PINS
SPP300K121,5,KIT ELECTRONIC TRAY ROLLER
SPP300K122,0,Y RAILS COVER KIT
SPP300K123,7,Y INIT SENSOR KIT
SPP300K124,1,COVER UPGRADE KIT
SPP300K125,0,FFU REPAIR KITS
SPP300K127,0,BACK DOORS UPGRADE KIT
SPP300K129,0,F05_F50 ALIGN. SENSOR MIR. KIT
SPP300K132,0,FFU SILENTBLOCK KIT
SPP300UK102,0,MATROX PC + MTI
SPP300UK102_A,0,MATROX PC + MTI
SPP300UK104,0,F50 MONO ARM FINGER UPGRADE
SPP3AC0065,0,LIGHTING VIDEO AXE Z
SPP6M,0,SPP 6 INCHES
SPP6M_A0321,0,LEFT MAPPING ANTENNA
SPP6M_A0423,0,FORW./BACKW. MOTOR ASSEMBLY
SPP6M_A0506,0,LEFT TRANSFER FINGER
SPP6M_A0507,0,RIGHT TRANSFER FINGER
SPP6M_A0621,0,RIGHT MAPPING ANTENNA
SPP6M_M0307,0,LEFT MAPPING ANTENNA Z BELT
SPP6M_M0423,0,CORPS
SPP6M_M0448,0,ROBOT Y BELT
SPP6M_M0526,0,RAIL
SPP6M_M0527,0,RAIL
SPP6M_M0529,0,Case support
SPP6M_M0581,0,Case support
SPP6M_M0595,0,ROBOT Z BELT
SPP6M_M0640,0,RIGHT MAPPING ANTENNA Z BELT
SPP8_A9017,0,ANTENNA MOTOR FOR OLD TYPE
SPP8_A9150,0,L/R MOTOR ASSEMBLY
SPP8_A9505,0,Z MOTOR (OLD)
SPP8M_A0001,3,KEYBOARD ASSEMBLY
SPP8M_A0162,0,L/R MOTOR ASSEMBLY
SPP8M_A0330,2,LEFT ANTENNA
SPP8M_A0362,0,ANTENNA MOTOR FOR SPP8
SPP8M_A0422,0,B/F MOTOR
SPP8M_A0423,0,B/F MOTOR
SPP8M_A0506,2,LEFT FINGER ASSEMBLY (NEW)
SPP8M_A0507,2,RIGHT FINGER ASSEMBLY
SPP8M_A0521,0,U/D MOTOR ASSEMBLY
SPP8M_A0599,2,UP/DOWN ENCODER
SPP8M_A0630,0,RIGHT ANTENNA
SPP8M_A0700,0,STATUS LIGHT
SPP8M_M0106,0,TOOTHED BELT X AXIS
SPP8M_M0132,0,TRANSISTOR CLAMP 1/2
SPP8M_M0133,0,TRANSISTOR CLAMP 2/2
SPP8M_M0329,0,BELT
SPP8M_M0410,0,FLAG
SPP8M_M0557,2,FINGER
SPPA01A53000,0,LEFT SIDE WAFER T. FINGER
SPPA01A54000,2,RIGHT SIDE WAFER T. FINGER
SPPA01A58150,0,BATCH COMB U/D TRSMISSION SHAF
SPPA01A58160,0,BATCH COMB UP/DOWN MOTOR
SPPA01A58250,0,LEFT SIDE BATCH COMB
SPPA01A58260,0,RIGHT SIDE BATCH COMB
SPPA01A58300,0,RETRY UNIT
SPPA01M50013,0,Z BELT
SPPA01M70105,0,X-Axis Drive Pulley Spacer
SPPA01M70106,0,Wafer Mapping Drive Roller
SPPA02A67000,0,DAMPER SHAFT
SPPA02A81200,0,Lim Guide
SPPA02M10031,0,BOUCHON
SPPA02M10032,0,BOUCHON
SPPA02M13001,0,carrier guide
SPPA02M21005,0,TELE DE CAPTEUR
SPPA02M21006,0,CHAPEAU
SPPA02M21007,0,AXE POUUOIR CAPTEUR
SPPA02M21008,0,FOURREAU CAPTEUR
SPPA02M21009,0,AXE CAPTEUR
SPPA02M21010,0,RONDELLE AXE CAPTUER
SPPA02M30016,0,X-Axis Belt
SPPA02M64011,12,CARRIER GUIDE
SPPA02M70012,0,Wafer Mapping Belt
SPPA04A60000,2,EDGE CONTACT END EFFECTOR (M1.
SPPA04M00114,1,A04 MONO FINGER PALLET
SPPA07A60200,4,ALIGN SENSOR
SPPA08K60000,0,Crate and Plastic container Kt
SPPA11A14122,0,2 STAGES NFO POWER SUPPLY
SPPA11A14325,0,RFID CONVERTER BOX FOR LST
SPPA11A15205,0,X RAILS SUPPORT 2/2
SPPA11A15215,0,X RAILS SUPPORT 1/2
SPPA17A10105,1,STATUS LIGHT
SPPA17A21005,0,Carrier Load Table
SPPA17A31005,0,X-Axis Assembly
SPPA17A31105,0,X-Axis Drive Pulley Assembly
SPPA17A31205,1,LEFT/RIGHT TRANSFER MOTOR
SPPA17A32005,0,X-Axis Tensioning Roller Ass.
SPPA17A41005,0,F/B Motorization
SPPA17A41105,0,FORWARD/BACKWARD TRSFR MOTOR
SPPA17A42005,0,Y-AXIS BELT TENSION ASSEMBLY
SPPA17A42105,0,Y-AXIS BELT GUIDE ROLLER ASSY.
SPPA17A7,0,MAPPING ANTENNA MOTOR
SPPA17A70105,0,ANTENNA MOTOR
SPPA17A70115,0,MAPPING ANTENNA UP/DOWN MOTOR
SPPA17A70205,0,ANTENNA MOTOR TRANSMISSION
SPPA17A75100,1,RIGHT MAPPING ANTENNA
SPPA17A75115,0,MAPPING ANTENNA UP/DOWN MOTOR
SPPA17A75200,1,LEFT MAPPING ANTENNA
SPPA17A81005,0,Sliding Keyboard
SPPA17A81105,0,KEYBOARD
SPPA17A86105,0,Carrier Wafer Slide Photorecep
SPPA17A87005,0,Carrier Wafer Slide LED
SPPA17M50997,1,CAPOT TOLE
SPPA17M51035,1,COVER
SPPA17M51093,0,X-Axis Tensioning Roller
SPPA17M51124,0,Wafer Mapping Belt Tightener R
SPPA17M52556,0,Y-AXIS BELT
SPPA17M54278,2,Y AXIS RIBBON CBALES CLAMP
SPPA34A16035,3,STYLUS PEN
SPPA43M54424,20,RINGS FOR SPP200A51
SPPA51A31205,1,Z MOTOR
SPPA51A41105,2,FOR/BACKWARD TRANSFER MOTER
SPPA51A70105,0,Wafer Mapping Motor Assembly
SPPAC013,0,U/D INITIALIZATION SENSOR
SPPAC014,2,EXTERNAL ENCODER (NEW)
SPPAC025,0,SPP/BPP DOWNLOADING CABLE
SPPAC037,0,SCREEN CABLE W/SUB-D
SPPAC038,0,57 BUTTONS KEYBOARD CABLE
SPPAH0022,2,ANTENNA DISTRIBUTION BOARD
SPPAH0057,2,INTERFACE BOARD
SPPAH0067,0,F/B INTERFACE BOARD
SPPAH0069,3,ANTENNA DISTRIBUTION BOARD
SPPAH0070,0,RIGHT/LEFT MOTOR INT. BOARD
SPPAH0072,0,OPTICAL SENSOR INT.BOARD
SPPAH0073,0,RESTING PLANE INT.BOARD
SPPAH0074,0,CARRIER RECEPTOR BOARD
SPPAH1300,2,ANTENNA EMSSION INT. BOARD
SPPAH1700,0,STATUS LIGHT BOARD
SPPAH2400,0,POWER SUPPLY DECOUPLING BOARD
SPPAH2500,3,BATTERY RELAY BOARD
SPPAH9000,0,MTHBRD 8';280-335/6';200-230
SPPB07M00449,0,LED INFRARED
SPPB09A10001,0,FLIP VERTICAL BEAM
SPPB09A10002,0,FLIP HORIZONTAL BEAM
SPPB09A60101,0,WAFER DETECTION EMITTER
SPPB09A60400,0,SPPB09 FINGER ASSEMBLY
SPPB09A80005,0,FLIPPER MODULE
SPPB09M00506,0,**** USE SAVK80 ****
SPPB09M00506K05,0,*** USE SAVK80 ***
SPPB09M00507,2,BACK ROLLER PINS
SPPB09M51690,0,FLIP GUIDING ROLLER
SPPB09M51690K04,0,FLIP GUIDING ROLLER KIT
SPPBC019,0,LEFT/RIGHT PINK CABLE 1/3
SPPBC020,0,LEFT/RIGHT PINK CABLE 2/3
SPPBC021,0,LEFT/RIGHT PINK CABLE 3/3
SPPBH1300,1,ON BOARD EMISSION
SPPBH2500,0,F/B INTERFACE BOARD
SPPD02A17018,1,STATUS LIGHT
SPPD02A25055,1,SUBSTRATE LOCATION MOTOR
SPPD02A30325,1,L/R TRANSFER MOTION MOTOR
SPPD02A50105,0,Z TRANSMISSION
SPPD02A50115,0,U/D TRANSFER MOTION MOTOR
SPPD02A51007,1,MONO WAFER MANIPULATE/ARM
SPPD02A51008,2,CLAMP MOTOR
SPPD02A51016,1,ALIGNER SENSOR
SPPD02A51019,5,WAFER DETECTION SENSOR
SPPD02A51117,0,CAMERA
SPPD02A61009,0,PC
SPPD02A70017,7,MAPPING ANTENNA
SPPD02A75800,1,DAMPER
SPPD02A80015,1,KEY BOARD
SPPD02M52313,0,Torque Limitator
SPPD02M52353,0,CARRIER TILTER ROD
SPPD02M52401,0,Dxx EDGE CONTACT END EFFECTOR
SPPD02M52988,0,Wafer Mapping Shim
SPPD02M52989,0,Wafer Mapping Shim
SPPD02M53808,0,ECROU / SENSOR FLAG SLEEVE
SPPD02M53809,0,SENSOR FLAG
SPPD02M53811,0,VIS / SENSOR FLAG CAP
SPPD10M75121,0,GUIDING ROD
SPPD10M75212,0,GUIDING ROD
SPPD11M52335,0,GUIDING ROD
SPPDH1500,0,MOTOR DRIVER BOARD
SPPEH1500,2,ON BOARD RECEPTION INT BOARD
SPPF02A09900,0,TROLLEY
SPPF04A40100,7,CABLE GUIDING CHAIN
SPPF04A60800,0,PHOTOTRANSITOR FOR MONO F05
SPPF04A60900,0,LED FOR MONO F05
SPPF04M00066,6,CAPOT
SPPF04M00067,10,CAPOT
SPPF05A10050,0,X RAIL SUPPORT
SPPF05A11155,12,REAR/FRONT SIDE STATUS LIGHT
SPPF05A11156,0,Light holder
SPPF05A14122,0,4 STAGES NFO POWER SUPPLY
SPPF05A14130,0,UPS INTEL
SPPF05A14131,0,UPS IBM
SPPF05A14307,0,UPGRADE KIT ELECTRICAL
SPPF05A14406,0,LEFT MIDDLE BACK DOOR
SPPF05A14506,0,MOUNTING BRACKET
SPPF05A35051,0,ROBOT Z MOTOR
SPPF05A35055,0,UP/DOWN MOTOR assembly
SPPF05A4000,0,Z TOWER SQUARE
SPPF05A40008,4,Z TOWER AXIS KIT
SPPF05A60000,0,MONO TRANSFER FINGER
SPPF05A60740,0,NOTCH DETECTION SENSOR
SPPF05A60850,1,ALIGN SENSOR
SPPF05A60850K,0,kit (4) SPPF05A60850 sensors
SPPF05A61000,3,OCR RETROFIT MODULE
SPPF05A62005,2,MONO FINGER UPGRADED LIGHTING
SPPF05M00089,0,GALET LIBRE
SPPF05M00162,0,SWITCHER CS221
SPPF05M00441,10,GUIDE (THICKNESS;0.1MM)
SPPF05M00442,0,GUIDE (THICKNESS;0.3MM)
SPPF05M00494,0,SUPPORT CARTE MATROX
SPPF05M00570,2,INSULATION PLATE
SPPF05M51716,2,SUPPORT CHARIOT
SPPF05M51716A,0,SUPPORT CHARIOT-wrong p/n
SPPF05M60840,1,DOIGT
SPPF05O4000,2,Z AXIS CALBRATION TOOL
SPPF05O6000,0,TUNING TOOL SPP300 FINGER
SPPF20A11527,4,REAR KEYBOARD
SPPF20A14165,0,ETEL DUAL DRIVE
SPPF20A16017,3,SCREEN TOUCH SCREEN
SPPF20A16018,4,KEY BOARD
SPPF20A16019,4,TRACKPAD MOUSE
SPPF20A16028,7,REAR SCREEN
SPPF20A21206,0,SUBSTRATE LOCATION SLOT
SPPF20A25006,0,WAFER BUFFER
SPPF20A25215,0,SUBSTRATE LOCATION MOTOR
SPPF20A60305,1,ALIGNER CLAMP ASSEMBLY
SPPF20A60315,6,ALIGNER
SPPF20A80005,0,WAFER FLIPPER
SPPF20A80107,5,WAFER FLIP MOTOR
SPPF20M52758,0,MIRROR
SPPF20M52759,1,Right side wafer finger
SPPF20M52760,2,Left side wafer finger
SPPF20M54276,0,Cover
SPPF20M54282,0,FLIPPING ROLLER
SPPF20M54314,1,BACK ROLLER SUPPORT
SPPF21A60005,0,MONO WAFER MANIPULATION ARM
SPPF21A60405,2,MONO FINGER F21 TYPE
SPPF26A16058,0,SYLUS PENS
SPPF50A60000,0,MONO FINGER
SPPF50A60005,0,F50 MONO FINGER
SPPF50A60010,1,MIDDLE ALIGMENT SENSOR 2
SPPF50A60020,1,L/R ALIGNMENT SENSOR 1&3
SPPF50A60450,2,ROTATING RING
SPPF51A60435,0,Titanium Ring
SPPFH1500,0,MAPPING ANTENNA PHOTORECEP BD
SPPG01A64005,0,MOTHER BOARD BOX
SPPG01A64006,0,MOTHERBOARD BOX AND CABLES
SPPG01M00061,0,Cover Flip Module Box
SPPG02A17019,0,LCD TOUCHSCREEN
SPPG02A18105,0,CAMERA ASSEMBLY
SPPG02A30119,0,TRANSFER ROTATION MOTOR
SPPG02A72109,0,FILTER FAN UNIT MOTORIZATION
SPPG03A55108,0,INNER FRONT WAFER GUIDING PINS
SPPG03A55109,3,REAR ROT WAFER GUIDING PIN
SPPG03A55115,5,ALIGNER SHEAVE
SPPG03A55205,0,OUTER FRNTROT.WAFER GUIDINGPIN
SPPG03A55206,3,CLAMP MOTOR
SPPG03A55207,3,ALIGNER TRANSMISSION
SPPG03A55209,5,ALIGNMENT SENSORS
SPPG14A19005,0,RIGHT SIDE CARR.WAFER MAPPING
SPPG14A19105,0,LEFT SIDE CARR. WAFER MAPPING
SPPG14A51108,0,U/D TRANSFER MOTOR
SPPG14A67005,0,PC
SPPG16A16009,0,CAMERA BOX
SPPG16A18015,0,KEYBOARD+ATTACH.MECHANISM
SPPG16A19008,0,RIGHT SIDE RETRY OPTIC.BARRIER
SPPG16A19009,0,LEFT SIDE RETRY OPTIC BARRIER
SPPG16A19507,0,RIGHT SIDE WAFER RETRY MOTOR
SPPG16A19607,0,LEFT SIDE WAFER RETRY MOTOR
SPPG17A15205,0,WAFER FLIP ASSEMBLY
SPPG17A15415,0,WAFER FLIP MOTOR
SPPGH1500,0,ANTENNA INTERFACE BOARD
SPPR01A35200,0,Z TOWER COVER
SPPR01M35002,2,Z TOWER COVER
SPPR01M35003,2,RIGHT COVER
SPPR01M35014,1,"Z axis bottom link"""""""" cover"""""
SPPR01M35015,2,Z TOWER COVER SUPPORT
SPPS05M53484,0,Y-AXIS BELT TENSION ROLLER
SPPS10A51560,0,REAR WAFER GUIDING PIN
SPPS10A51570,0,OUTER FRONT WAFER GUIDING PIN
SPPS10A51590,3,INNER FRONT WAFER GUIDING PIN
SPPS10M52502,0,Dxx/Sxx EDGE CONTACT END EFFEC
SPPS20A16025,0,KEYBOARD AND BRACKET ASSEMBLY
SPPT02A60315,0,ALIGNER
SPPT02M00367,12,CALE
SPPT02M60003,0,BELT
SPPT02M60009,25,FINGER ROLLER GUIDE
SPPT02M60013,0,BELT
SPPT02M60310,0,MOTHERBOARD COVER
SPPT03M00551,8,GUIDING PIN
SPPT06A25156,0,L SHAPE SENSOR FOR SUBSTRATE
SPPT14M52359,4,"BODY, SENSOR, F21"
SPPT14M52360,2,"BRIDLE, SENSOR, F21"
SPPT30A35005,0,LONG Z TOWER ASSY
SPRA03A50140,0,LEFT FINGER
SPRA03A50150,0,RIGHT FINGER
SRT300F04,0,SORTEUR 4 FOUPS GENERATION 3
SRT300F11,0,SORTEUR 4 FOUPS GENERATION 3
SRT300F12,0,SANS SLIP 2NFOA+2NFOR
SRT300F13,0,SORTER SPP300-4 WITH FLIP
SRT300F17,0,SORTER SPP300-4 4NFO G3
SRT300F57,0,300MM WAFER SORTER W/4 L. PORT
SRT300F58,0,"SORTER, SPP300-4"
SRT300F60,0,SORTEUR 4 FOUPS GENERATION 3
SRT300F62,0,SPP300-4 SORTEUR 4NFO G3+
SRT300K100,0,LONG Z TOWER FLAT CABLE KIT
SRT300K101,0,FLIP TOOL U/D TOOTHED BELTS
SRT300T08,0,SORTER SPP300-2 WITHOUT FLIP
SRT300T56,0,SORTER SPP300-2 WITHOUT FLIP
SRT300T57,0,300MM WAFER SORTER W/4 L. PORT
SRT300T58,0,300MM WAFER SORTER
SRT300T59,0,SORTER SPP300-2 WITHOUT FLIP
SRT300T63,0,SORTER SPP300-2 WO/FLIP N/FOHA
SRT300T69,0,SRT300-2LP
SRTF01A10105,0,"SIDE PANEL, RIGHT"
SRTF01A10106,0,"SIDE PANEL, LEFT"
SRTF01A14505,1,BOITIER PC G3 PLUS
SRTF01A14507,0,CARTE DISTRIBUTION
SRTF01A14509,0,SUPPORT BUTTON
SRTF01A40200,7,CABLE GUIDING CHAIN
SRTF01M50129,10,SUPPORT
STARNI_A9001,0,STARNI CAMERA ASY
STBH0374,0,LOAD PORT SENSOR BOARD
STD1193-03,4,DISTRIBUTION BOARD
STD1193-04,0,NON CE CAMERA INTERFACE BOARD
STD119302,0,LIGHTING BOARD
STD119304,7,NON CE CAMERA INTERFACE BOARD
STD1293-16B1,0,LCD SCREEN PWR SUPPLY BOARD
STDAH0037,11,SENSOR INTERFACE BOARD
STDAH0109,0,LIGHTING BUFFER BOARD
STDAH0130,1,UPPER AXIS MANAGEMENT BOARD
STDAH0136,3,VIDEO MANAGEMENT BOARD
STDAH0141,0,VACUUM LASER MGMT BOARD
STDAH0161,0,ACR PLATE INTERFACE BOARD
STDAH0185,1,PRESSUE SENSOR INTERFACE BOARD
STDAH0227,1,E84 MANAGEMENT BOARD
STDAH0237,2,RACKET INTERFACE BOARD
STDAH0255,5,NON-CE BOOSTED LIGHTING BOARD
STDAH0263,2,DISTRIBUTION BOARD
STDAH0295,0,OPTICAL BARRIER/SENSOR INT.BRD
STDAH0308,12,OPTICAL BARRIER/SENSOR INT BRD
STDAH0311,1,B/F INTERFACE BOARD FO
STDAH0317,0,Reverse Signal Mgnt.Board
STDAH0331,0,B/F RACKET MOTION BOARD
STDAH0347,1,FO12 DISTRIBUTION BOARD
STDAH0359,0,PC/LIGHTING/UPS MANAGEMENT BRD
STDAH0371,0,RACKET MANAGEMENT BOARD
STDAH0372,8,CANOPY INTERFACE BOARD
STDAH0373,9,STATUS LIGHT BOARD
STDAH0374,1,SENSOR INTERFACE BOARD
STDAH0383,3,FRAME SECURITY PHOTO BOARD
STDAH0384,0,FRAME SECURITY LED BOARD
STDAH0385,0,OPTICAL BARRIER BOARD
STDAH0411,7,WAFER DETECTION EMITTER BOARD
STDAH0412,2,WAFER DETECTION PHOTORECEP BRD
STDAH0469,5,CANOPY ROTATION INTERFACE BRD
STDAH0470,3,MONO ARM ALIGNER SENSOR BOARD
STDAH0493,1,MULTI I/O BOARD
STDAH0506,0,Vigil Red Lighting Ramp
STDAH0520,0,WAFER SLIDE EMITTER MOTOR
STDAH0521,1,WAFER SLIDE RECEPTOR BOARD
STDAH0543,0,SENSOR AND TOR I/O PC INT. BOA
STDAH0546,0,BACK DOOR SENSOR BOARD
STDAH0548,5,LIGHTING UNIT 1 BOARD
STDAH0549,1,LIGHTING UNIT 2 BOARD
STDAH0569,5,MOTOR MANAGEMENT BOARD
STDAH0604,1,PC MATROX VIDEO TRAVERSEE DE P
STDAH0615,0,SENSOR INTERFACE BOARD
STDAH0659,1,Dock sensors board
STDAH0666,1,White Lighting Board
STDAH0668,0,Notch sensor board
STDAH0700,0,MOTHERBOARD
STDAH0701,0,FORK SENSOR
STDBH0109,4,PC LIGHTING DISTRIBUTION BOARD
STDBH0130,7,LOWER AXIS MANGEMENT BOARD
STDBH0141,0,FO RACKET BOARD
STDBH0270,2,SENSOR INTERFACE BOARD
STDBH0308,3,SENSOR INTERFACE BOARD
STDBH0371,0,RACKET MANAGEMENT BOARD
STDBH0372,1,CLAMP MANAGEMENT BOARD
STDBH0374,4,LOAD PORT SENSOR BOARD
STDBH0388,3,SUBSTRATE LOCTN MANGEMENT BRD
STDBH0452,2,AXIS MANAGEMENT BOARD
STDBH0650,1,I/O DSCDM board
STDBH0655,0,FFU Control Board
STDBH0666,1,Blue-Green Lighting Board
STDCH0371,0,RACKET MANAGEMENT BOARD
STDCH0666,1,Blue Lighting Board
STDDH0130,9,ROTATION AXIS MANAGEMENT BOARD
STDDH0308,0,OPTICAL BARRIER/SENSOR INT.BRD
STDDH0666,1,Green Lighting Board
STDEH0130,0,MOTION AXIS MANAGEMENT BOARD
STDEH0666,1,Orange Lighting Board
STDFH0666,1,Yellow Lighting Board
STDGH0666,1,Red Lighting Board
SW0300A01M60020,0,LED TLRH180P
SWO300,0,CUSTOM MADE 300MM TOOL
TA00019,0,"GOLDEN CARRIER, JIG"
TA00027,0,FLIP ADJSMENT JIG
TA00067,0,SENSOR ADJUSTMENT
TA50069,0,FINGER PLANE TEST BENCH
TA50084,0,BEARING EXTRACTION TOOL
TA50085,4,WAFER GUIDING PIN EXTRACTOR
TA50090,0,BEARING EXTRACTOR
TA50094,0,BEARING EXTRACTOR
TA50104,0,KINEMATIC CPLING HEIGHT MSMENT
TA50130,0,TIRIS CONFIGURATEUR
TA50140,0,TSSAXX/F50 FINGER PIN EXTRCTOR
TA50141,0,LOADPORT KEYS ALIGNMENT ADJMNT
TA50165,0,MONO ARM TESTBENCH
TA50176,0,JIG FOR NEW FLIP
TA50194,0,FLIP JIG
TA50195,5,JIG
TA50254,1,Wafer edge detection sensor ad
TA50408,2,PRESSURE DYNAMOMETER KIT
TA50410,1,ADJUSTABLE TORQUE SCREWDRIVER
TBFAC008,0,ROTATION CABLE
TBFAH1500,0,MOTOR DRIVER BOARD
TBFBH1100,0,CPU BOARD+DALLAS
TBFF6_A0200,0,ALIGNER ASY TBFF6
TBFF8_A0231,2,ROLLER END PIECE
TBFF8_A0260,0,"MOTOR ASSY, UP/DOWN"
TBFF8_A90220,0,SILICON COVERED ROLLER
TBFF_A0120,0,FRONT CASSETTE GUIDING PIECE
TBFF_A0205,0,ALIGNER UP/DN MOTOR
TBFF_A0221,0,ALIGNER ROTATION MOTOR
TBFF_A0223,0,ALIGNER ROTATION MOTOR
TBFF_A0231,0,ALIGNER END PIECE
TBFF_A0260,10,U/D MOTOR ASSEMBLY
TBFF_A0270,0,CARRIER DETECTION SENSOR
TBFF_A0300,3,ELECTRONIC BOX
TBFF_A90220,1,SILICON ROLLER
TBFF_M0105,0,ROTATING ROD
TM00118,1,ANTENNA ADJUSTMENT JIG
TM00243,4,3MM GAUGE DISTANCE ADJUSTMENT
TM00305,1,Capacitive sensor detection ad
TM00320,2,CAPACITIVE SENSOR ADJUSTMENT J
TM00322,0,EDGE CONTACT CAPACITIVE SENSOR
TM50104,1,KINEMATIC CPLING HEIGHT MSMENT
TM50141,1,LOADPORT KEYS ALIGNMENT ADJMNT
TM50169,1,BEARING PRESS TIPS
TM50170,1,BEARING PRESS TIPS
TM50264,0,BEARING PRESS TIPS
TM50484,0,BEARING PRESS TIPS
TM50620,0,BRACKET
TM50686,1,FLEXPAC CABLE FOLDING TOOL
TM50897,2,COUPLER ADAPTAR
TM50904,2,SEARCH SENSOR ADJUSTMENT JIG
TM50906,2,SEARCH SENSOR ADJUSTMENT JIG
TM51003,0,Theta Zeroing
TM51008,3,F50 NUBS CHECK JIG
TM51067,2,WAFER ALIGNMENT JIG
TM51084,0,THETA 0 POSITION ADJUSTMENT JI
TM51093,2,SUBSTRATE SLIDE DETECTION ADJU
TM51094,2,SUBSTRATE SLIDE DETECTION ADJU
TM52222,0,LIGHTING UNIT ANGLE ADJUSTMENT
TOUAH1100,0,CPU BOARD
TS,0,COIL VACUUM TUBE
TSR300R01,0,LAZER JIG
TSR300R02,0,LAZER JIG II
TSRA34,0,ANTENNA LEVEL JIG
TSRA34A90000,0,JIG FOR END EFFECTORS
TSSA03M65003,6,"NUBS, F50"
TSSA04A60300,2,CLAMP MIRROR UNIT
TSSA04A60302,0,MIRROR SUPPORT
TSSA04A60400,1,ROTATING PLATE MONO FINGER
TSSA04A60420,0,FRONT ROLLERS
TSSA04A60430,2,MAIN ROLLER
TSSA04A60500,0,ALIGNER TRANSMISSION
TSSA04A60600,0,OCR DATA MATRIX CAMERA
TSSA04A60700,0,CAMERA LIGHTING UNIT
TSSA04A65110,2,ROTATING ROLLER
TSSA04M60012,4,AXE
TSSA04M60302,0,MIRROR SUPPORT
TSSA04M60402,0,F50 PLATE SCREW
TSSA04M60403,0,WASHER
TSSA04M60409,0,F50 FRONT SCREW
TSSA04M60412,0,Screws For F50 front roller
TSSA04M60413,0,Screw for F50 finger
TSSA04M6049,0,F50 FRONT SCREW
TSSA04M65003,0,F50 NUBS
TSSA04O00100,0,Roller Adj -Outillage Galet AV
TSSA05M50003,0,Plastic housing for Aligner
TSSD&MQDC,0,STRAIGHT TUBE+MALE QK DSCNT
TSSD14T,3,VACUUM TUBE (CONDUCTIVE)
TSSD14TM,3,"1,8m Straight vacuum tube QDS"
TSSD3m,0,VACUUM TUBE 3M ESD
TSSD3M14T,5,WAFER HANDLING TUBE
TSSD3M14TM,13,3m Straight vacuum tube quick
TSSD_M0001,0,VACUUM WAND INSERT
VENT14337,0,CPU HEAT SINK AND COOLING FAN
VG,0,VACUUM GAUGE
VIS000406,0,VM4X15 FR PLATE PA6
VIS000407,0,VM4X20 FR PLATE PA6
VIS000408,0,PWR BOARD SCREW KIT
VIS000409,0,SCREW REAR COVER BTB VMT
VIS000432,20,SCREW PLASTIC
VIS000448,0,SCREW
VIS000451,0,VIS M2X12 CHC INOX
VIS000459,9,SCREW
VIS000460,0,COUNTERSUNK HEAD SCREW
VIS000463,0,M3X35 CHC INOX
VIS000472,0,3x6MM HEADLESS STEEL SCREW
VIS000493,0,SCREW
VIS000495,0,SCREW
VIS000496,0,VIS 304L TCHC M04X16 DIN912
VIS000500,0,VM4X8 T FR HC INOX
VIS000502,0,COUNTERSUNK HEAD SCREW TFHC M4
VIS000510,0,VIS M4X10 ST PLAT INOX
VIS000511,10,VIS 304L ST PLAT M04X16 DIN913
VIS000526,0,COUNTERSUNK HEAD SCREW
VIS000552,0,SCREWS
VIS001114,0,"M3 X 4 ST, STAINLESS STEEL"
VIS001115,0,"M3 X 8 ST, STAINLESS STEEL"
VIS001116,0,VIS 304L ST PLAT M03X16 DIN913
VIS001118,10,VIS 304L ST PLAT M04X35 DIN913
VIS001188,0,MI 6X3F/90 INOX
VIS001234,0,Screw
VIS009770,0,VM4X15 T FR HC INOX
VIS011763,0,SCREW
VIS014361,10,VISM2X06 ST PLAT INOX
VIS016133,5,A RESORT BILLE
VIS016178,0,STAINLESS STEEL SCREW
VIS016185,0,"M2 X 3 ST, STAINLESS STEEL"
VIS016257,0,VIS 304L TBHC M05X08 (T.BOMBE)
VIS016263,0,1/4 TURN SCREW
VIS016265,0,"M2 X 4 ST, STAINLESS STEEL"
VIS016317,10,VIS A2 ST FEN BOUT PLAT M1.6X3
VISAA03A12,0,VM3X12 FR PLATE
VISAA03A20,0,VM3X20FR PLATE
VISAF02F06,0,M2X6 CHC INOX
VISAF03108,0,M3X8 ST PLAT INOX
VISAF03F06,0,M3X6 CHC INOX
VISAF03G06,0,M3X6  T FR HC INOX
VISAF03G16,0,M3X16  T FR HC INOX
VISAF04106,0,M4X6 ST PLAT INOX
VISAF04G10,0,M4X10 T FR HC INOX
VMT6_A0180,0,Aligner U/D Assembly
VMT6_A0540,0,ELEVATOR MAPPING UNIT
VMT6_A1605,0,ALIGNER ROTATION MOTOR
VMT6_A1630,0,ALIGNER END PIECE
VMT6_M0526,0,MONO ARM FINGER HEAD
VMT6_M0690,1,MIRROR SUPPORT
VMT6S01_A1600,0,VMT6 ALIGNER 2
VMT6S01_A1650,0,VMT6 ALIGNER 1
VMT6S06_M0526,0,Mono Arm Finger
VMT8,0,VERTICAL MIXED TRANSFER
VMT8_A0010,0,NON PENTIUM PC
VMT8_A0020,23,FIX MAPPING ASEMBLY
VMT8_A0030,0,EMO BUTTON
VMT8_A0033,12,TOOTHED ROD (FIX COMB)
VMT8_A0050,0,"CASSETTE STAND,RIGHT,VMT"
VMT8_A0051,0,"CASSETTE STAND,LEFT,VMT"
VMT8_A0080,0,FLOPPY DISK DRIVE+HOLDING
